Sample_ID,Product,Category,Production_Site,Collection_Date,Bacteriological_Result,Chemical_Result,Unit_of_Measure,Compliance_Status,Operator,Storage_Temperature,pH_Level,Batch_Number
SMPL-05990,Ketchup ,condiment,toulouse,11.04.2024,314.52,63.3296,ΜG/L,UNDER REVIEW,BROWN C.,6°C,6.56,BATCH-1522
SMPL-05991,,Dietary Supplement,Montreal,03/12/2021,590.04,58.939,ppm,UNDER REVIEW,Brown C.,8,5.31,TBD
SMPL-05992,Peanut  Butter,Dietary Supplement,brussels,12.01.2022,773.98,89.209,ppm,,Williams P.,,5.96,BATCH-9646
SMPL-05993,peanut butter,DAIRY PRODUCT,LILLE,2022-08-07,825.08,34.6476,CFU / mL,under review,LEROY B.,,8.41,BATCH-4892
SMPL-05994,Brie ,Dietary Supplement,Brussels,2021-02-27,579.63,17.1633,CFU/mL,pending,Nguyen T.,4 C,7.38,BATCH-6523
SMPL-05995,SEMI-SKIMMED MILK,BEVERAGE,montreal,08-04-2021,554.86,0.6362,mg / L,Under Review,BROWN C.,7°,6.36,BATCH-3637
SMPL-05996,CREAM CHEESE,,Toulouse,11-14-2020,587.03,72.6986,G/L,Under Review,JOHNSON R.,7°C,4.49,BATCH-6284
SMPL-05997,Tetracycline ,Dairy Product,LILLE,03-05-2022,655.52,13.9297,g/l,,,6 degrees,5.57,BATCH-3462
SMPL-05998,Omega-3  Capsule,BEVERAGE,nantes,13/05/2024,4.03,35.8243,ug/L,Compliant,Brown C.,5,6.61,BATCH-7224
SMPL-05999,Penicillin  G,condiment,brussels,2020-08-11,219.51,79.3133,PPM,,davis m.,6°C,6.07,BATCH-2955
SMPL-06000,IRON SUPPLEMENT,condiment,lille,20.03.2021,766.41,69.1327,g/L,under review,dupont a.,2°C,3.54,BATCH-2313
SMPL-06001,Whole Milk,,BORDEAUX,28-05-2021,695.05,5.9297,g / L,NON-COMPLIANT,johnson r.,7 C,4.64,BATCH-8073
SMPL-06002,Calcium  Tablet,,NANTES,12-27-2021,373.07,47.8838,µg / L,,miller s.,2°,7.41,BATCH-3518
SMPL-06003,Probiotic L-12,Condiment,strasbourg,12-30-2023,828.55,6.4579,CFU / mL,,,3,4.55,BATCH-8971
SMPL-06004,Tomato Paste ,,Paris,2024-05-03,370.0,53.5388,ug/L,NON-COMPLIANT,,3°C,7.86,BATCH-8888
SMPL-06005, Semi-Skimmed Milk,processed food,toulouse,14.03.2024,828.02,91.9832,CFU / mL,,Martin J.,,5.97,BATCH-7754
SMPL-06006,Omega-3 Capsule,pharmaceutical,LYON,23.01.2021,254.92,79.7703,ppm,Pending,,6,7.72,BATCH-8545
SMPL-06007,probiotic b-24,PROCESSED FOOD,,07-06-2023,210.25,86.9769,mg / L,Compliant,miller s.,6,7.73,BATCH-1031
SMPL-06008,Cottage Cheese,beverage,marseille,05.04.2021,-1.0,83.8727,G/L,non-compliant,DAVIS M.,7 degrees,8.13,BATCH-5090
SMPL-06009,Calcium  Tablet,Dietary Supplement,,2022-12-30,762.66,34.3865,CFU/mL,,brown c.,6 degrees,7.55,BATCH-4022
SMPL-06010,Calcium Tablet ,Pharmaceutical,Paris,03-23-2023,930.23,33.884,PPM,,Smith K.,8 degrees,5.25,BATCH-1526
SMPL-06011, Ketchup,,montreal,2024-04-21,-1.0,21.4156,µg / L,,Miller S.,,6.69,BATCH-3176
SMPL-06012,Ketchup,Beverage,Lyon,28/12/2022,489.58,66.3848,CFU/mL,,,5°C,4.77,BATCH-3511
SMPL-06013,Brie,dietary supplement,STRASBOURG,11-29-2020,658.96,68.7774,MG/L,PENDING,,3 degrees,7.42,BATCH-9056
SMPL-06014,PROBIOTIC L-12,Dairy Product,Strasbourg,02-18-2021,15.47,43.5984,g/L,UNDER REVIEW,Williams P.,8,5.34,BATCH-8065
SMPL-06015,PENICILLIN G,BEVERAGE,brussels,16/07/2023,274.27,76.6445,CFU/mL,non-compliant,NGUYEN T.,3 C,7.72,BATCH-1805
SMPL-06016,Sour  Cream,DIETARY SUPPLEMENT,Toulouse,2020-01-25,854.75,84.4138,mg/L,Under Review,,6°,5.72,BATCH-9052
SMPL-06017,Iron Supplement,processed food,Nantes,19/09/2023,370.66,35.4202,g / L,non-compliant,JOHNSON R.,4°,3.88,BATCH-1107
SMPL-06018,MOZZARELLA,beverage,BORDEAUX,2022-04-27,829.18,7.7051,,Under Review,dupont a.,2 C,6.7,BATCH-1822
SMPL-06019,mayonnaise,pharmaceutical,LYON,09-07-2021,571.03,64.8547,ppm,UNDER REVIEW,,7°C,6.6,BATCH-2966
SMPL-06020,Probiotic  B-24,pharmaceutical,toulouse,03-03-2023,353.09,38.6471,ppm,compliant,,7°,4.71,BATCH-3370
SMPL-06021,MOZZARELLA,Condiment,MARSEILLE,08-02-2021,293.58,52.6442,ppm,Under Review,,6,4.98,BATCH-7652
SMPL-06022,Penicillin G ,PROCESSED FOOD,NANTES,13/12/2022,328.72,57.7574,g/l,pending,DAVIS M.,3°,8.28,BATCH-6246
SMPL-06023,Bcg Vaccine,processed food,,09-27-2022,915.83,60.2207,cfu/ml,compliant,Johnson R.,3°,8.05,BATCH-7446
SMPL-06024,Cheddar Cheese,Dairy Product,strasbourg,2023-02-14,149.93,70.49,ppm,,,7 C,4.87,BATCH-4186
SMPL-06025,Brie,Condiment,Strasbourg,2022-06-19,377.32,8.8088,mg/L,Compliant,,,6.05,BATCH-9522
SMPL-06026, Ketchup,beverage,brussels,26/03/2023,384.04,52.7218,CFU/mL,COMPLIANT,,,4.21,BATCH-3817
SMPL-06027,Probiotic L-12,PROCESSED FOOD,lille,07.03.2020,569.79,53.7751,g/L,PENDING,,7°,5.42,BATCH-4921
SMPL-06028,Tomato  Paste,PHARMACEUTICAL,Lyon,12/02/2020,326.18,27.7195,µg/L,Compliant,brown c.,8 C,6.28,BATCH-7887
SMPL-06029,Heavy Cream,PHARMACEUTICAL,brussels,06.09.2020,70.59,78.1927,ppm,,LEROY B.,3 C,4.05,BATCH-1320
SMPL-06030,heavy cream,Dairy Product,Lille,17/11/2024,9999.0,65.6377,CFU/mL,Under Review,DAVIS M.,6,5.08,BATCH-5399
SMPL-06031,Salad Dressing ,Processed Food,lyon,18.01.2024,563.86,0.7223,,,miller s.,,6.93,BATCH-8200
SMPL-06032,Tetracycline ,Dietary Supplement,strasbourg,15-05-2024,9.4,24.4038,cfu/ml,under review,,8°,8.18,BATCH-2981
SMPL-06033,heavy cream,DAIRY PRODUCT,strasbourg,09-08-2022,611.82,17.3637,g/l,,Smith K.,5°,8.44,BATCH-6269
SMPL-06034,Heavy Cream ,Dairy Product,marseille,21-05-2024,826.89,38.787,mg/L,COMPLIANT,DUPONT A.,2°C,8.09,BATCH-2249
SMPL-06035,Brie ,Processed Food,PARIS,2020-07-10,385.86,86.7018,g/L,Non-Compliant,Nguyen T.,2,5.56,BATCH-8625
SMPL-06036,Cream Cheese,dietary supplement,lyon,01-06-2022,145.25,5.0117,,Pending,,3,8.38,BATCH-8563
SMPL-06037,Sour Cream,Processed Food,STRASBOURG,29/05/2024,120.67,,mg/l,,leroy b.,,5.41,BATCH-7751
SMPL-06038, Brie,DAIRY PRODUCT,MARSEILLE,2023-07-01,977.46,21.786,mg/L,pending,BROWN C.,2 C,7.65,BATCH-2297
SMPL-06039,semi-skimmed milk,CONDIMENT,MARSEILLE,24-08-2023,676.48,27.4821,CFU/ML,Non-Compliant,Leroy B.,6°,4.39,BATCH-4451
SMPL-06040,Cream  Cheese,Dietary Supplement,Strasbourg,16.01.2024,743.91,98.5281,µg/l,Under Review,martin j.,,7.41,BATCH-4622
SMPL-06041,tomato paste,Dietary Supplement,Montreal,09-19-2022,145.81,94.1637,cfu/ml,non-compliant,,3°,6.44,BATCH-4350
SMPL-06042,omega-3 capsule,Beverage,BORDEAUX,09-24-2024,528.68,71.5878,,NON-COMPLIANT,,7 C,7.11,BATCH-3494
SMPL-06043,peanut butter,,LYON,2024-10-11,101.7,35.2284,mg / L,Non-Compliant,,6 C,3.63,BATCH-7861
SMPL-06044,Vitamin D3 Supplement,dairy product,Montreal,10-03-2020,373.66,74.6929,mg/L,,,3°,6.56,BATCH-2286
SMPL-06045,plain yogurt,Beverage,Nantes,07-09-2022,207.25,19.6496,ppm,under review,brown c.,7°,5.77,BATCH-3625
SMPL-06046,Penicillin G ,dairy product,TOULOUSE,25/10/2024,824.54,40.3554,cfu/ml,Non-Compliant,johnson r.,2 C,4.83,BATCH-5153
SMPL-06047,Sour  Cream,Dietary Supplement,montreal,07-10-2024,467.67,54.4914,cfu/ml,,BROWN C.,2°,5.75,BATCH-9081
SMPL-02597,Butter,beverage,brussels,01-07-2023,76.92,40.5366,,,davis m.,6°,7.23,BATCH-9705
SMPL-06049,orange juice,Dietary Supplement,marseille,2022-10-27,577.38,78.4858,g/L,COMPLIANT,MARTIN J.,3,5.95,BATCH-5724
SMPL-06050,Iron Supplement,dairy product,BORDEAUX,21.08.2023,71.67,20.2084,cfu/ml,COMPLIANT,,8 C,5.65,BATCH-7478
SMPL-06051,Butter,CONDIMENT,,11-04-2020,809.78,69.6014,CFU/ML,,,3 degrees,4.58,BATCH-4453
SMPL-06052, Orange Juice,DIETARY SUPPLEMENT,Paris,29/11/2023,746.71,56.6699,cfu/ml,non-compliant,BROWN C.,5°,7.15,BATCH-3357
SMPL-06053,SKIMMED MILK,Pharmaceutical,Montreal,18/10/2024,590.68,71.2185,ppm,,nguyen t.,5°,4.66,BATCH-8554
SMPL-06054,plain yogurt,Processed Food,Toulouse,04-20-2024,591.52,15.1064,CFU/ML,COMPLIANT,Nguyen T.,5 degrees,3.74,BATCH-4923
SMPL-06055, Omega-3 Capsule,BEVERAGE,Toulouse,05-06-2024,345.43,21.7962,,pending,Johnson R.,7 C,5.37,N/A
SMPL-06056,BCG VACCINE,DAIRY PRODUCT,LYON,07.06.2024,681.59,51.2264,MG/L,compliant,johnson r.,7°,5.23,BATCH-3020
SMPL-06057,Tomato Paste,dietary supplement,LILLE,06-13-2021,438.37,21.6807,mg/L,NON-COMPLIANT,,5°,5.88,BATCH-7566
SMPL-06058,Penicillin G,pharmaceutical,MARSEILLE,29-01-2022,510.87,48.9928,mg/L,Compliant,Dupont A.,7,3.54,BATCH-2214
SMPL-06059,PENICILLIN G,dietary supplement,PARIS,26.12.2020,341.57,72.9306,,,,8°C,7.7,BATCH-3982
SMPL-06060,Skimmed Milk ,,MARSEILLE,22/10/2024,958.84,10.8143,µg/L,Compliant,Johnson R.,6,3.78,BATCH-9796
SMPL-06061,Ketchup,pharmaceutical,BRUSSELS,19/05/2023,775.88,54.8765,G/L,NON-COMPLIANT,DAVIS M.,6°C,4.49,BATCH-1572
SMPL-06062, Brie,Condiment,Nantes,10-08-2023,317.85,56.2336,PPM,PENDING,,8 degrees,6.87,BATCH-9331
SMPL-00182,Tetracycline,BEVERAGE,TOULOUSE,15.03.2022,989.03,22.2428,mg/L,,nguyen t.,2 C,5.26,BATCH-7583
SMPL-06064, Heavy Cream,PROCESSED FOOD,strasbourg,29.10.2024,935.04,79.031,,PENDING,smith k.,,4.71,BATCH-4619
SMPL-06065,Cottage  Cheese,,nantes,14-08-2024,519.91,91.6266,g/L,,,8°C,5.48,BATCH-2826
SMPL-06066,cream cheese,DAIRY PRODUCT,STRASBOURG,06.02.2022,788.8,84.0276,CFU/mL,NON-COMPLIANT,Smith K.,7 C,,BATCH-7483
SMPL-06067, Cream Cheese,Condiment,brussels,2021-01-15,494.28,54.9597,g/l,Compliant,brown c.,7,5.19,BATCH-5111
SMPL-06068,BCG  Vaccine,Processed Food,Montreal,28.04.2020,453.74,50.9132,µg/l,Under Review,,4°,5.61,BATCH-4852
SMPL-06069,Amoxicillin ,beverage,nantes,27-02-2021,363.53,43.2108,cfu/ml,NON-COMPLIANT,DUPONT A.,,5.67,BATCH-5804
SMPL-06070,Apple Juice,pharmaceutical,MARSEILLE,31.01.2023,828.77,33.8763,,UNDER REVIEW,,5,6.08,BATCH-7864
SMPL-06071,salad dressing,BEVERAGE,lille,12-15-2020,893.15,95.3633,µg / L,under review,,6 C,3.77,BATCH-8602
SMPL-06072,iron supplement,beverage,bordeaux,04-04-2022,716.65,72.0026,ppm,pending,,5 degrees,6.8,N/A
SMPL-06073,Orange Juice ,Dairy Product,Brussels,2022-02-09,1.92,73.2252,CFU/mL,compliant,Martin J.,,6.53,BATCH-2037
SMPL-06074,Iron Supplement ,processed food,BRUSSELS,13/11/2021,495.51,93.6343,g / L,Under Review,,3,3.62,BATCH-6406
SMPL-06075,Brie ,Beverage,MARSEILLE,31/05/2022,131.77,6.7996,,Compliant,,8°,3.59,BATCH-4554
SMPL-06076,,Dairy Product,Marseille,24-06-2020,587.58,42.443,mg/l,Pending,,4°,6.0,BATCH-8900
SMPL-06077,Ketchup,dietary supplement,toulouse,01/11/2022,344.89,84.5425,CFU/mL,Under Review,,2 C,4.36,BATCH-2180
SMPL-06078,Calcium Tablet,DIETARY SUPPLEMENT,,06-16-2023,9.05,73.0677,ppm,Under Review,,,4.98,BATCH-5532
SMPL-06079,Skimmed Milk ,dietary supplement,Strasbourg,2022-04-17,856.65,86.9433,,Pending,,6 degrees,3.52,BATCH-4110
SMPL-06080,Probiotic  B-24,Pharmaceutical,Marseille,10-21-2020,429.99,46.7135,ppm,Pending,,2,6.29,BATCH-5406
SMPL-06081, Probiotic L-12,dairy product,STRASBOURG,04-17-2021,931.02,79.0546,G/L,Pending,,,6.3,BATCH-8152
SMPL-06082,Iron Supplement ,Processed Food,,09-10-2024,-1.0,4.026,mg/L,,dupont a.,5 degrees,4.19,BATCH-5635
SMPL-06083,PROBIOTIC B-24,Dietary Supplement,,05-19-2023,248.1,17.1297,,Non-Compliant,,4 degrees,8.1,BATCH-1875
SMPL-06084, Mustard,dietary supplement,lille,26.01.2020,179.14,nd,mg/l,non-compliant,Martin J.,,7.66,BATCH-3095
SMPL-06085,SOUR CREAM,Processed Food,Paris,14.11.2023,295.94,57.9293,mg/L,,,8°C,7.91,BATCH-6530
SMPL-06086,tomato paste,PHARMACEUTICAL,Bordeaux,2022-12-20,55.83,80.3031,µg / L,Pending,,6,8.19,BATCH-6061
SMPL-06087, BCG Vaccine,DAIRY PRODUCT,,06-03-2024,99999.0,95.3662,µg/L,,Davis M.,2°C,7.43,BATCH-3660
SMPL-06088,Cream Cheese,dairy product,brussels,15/05/2020,657.52,72.357,ΜG/L,,nguyen t.,7 degrees,8.17,BATCH-1776
SMPL-06089,Cream Cheese,Dairy Product,STRASBOURG,2024-02-24,890.58,14.7473,mg / L,Non-Compliant,,,4.92,BATCH-2436
SMPL-06090,,dietary supplement,LYON,30-04-2023,204.78,60.1462,,pending,,5 C,3.85,BATCH-9732
SMPL-06091,Probiotic L-12 ,dietary supplement,LYON,2020-11-19,417.43,11.5113,µg/L,compliant,SMITH K.,4,7.17,BATCH-1657
SMPL-06092,sour cream,Beverage,Bordeaux,18.01.2021,395.13,83.4928,g / L,COMPLIANT,Smith K.,,4.46,BATCH-1355
SMPL-06093,TOMATO PASTE,Pharmaceutical,montreal,20-03-2021,629.83,,,UNDER REVIEW,WILLIAMS P.,4 degrees,5.44,BATCH-4517
SMPL-06094,Butter,dairy product,MARSEILLE,28.01.2021,24.16,30.7026,,Non-Compliant,MILLER S.,,7.62,BATCH-5495
SMPL-06095, Salad Dressing,dairy product,LILLE,03-04-2021,254.12,21.7883,ug/L,,Johnson R.,,5.19,
SMPL-06096, Cottage Cheese,Pharmaceutical,lille,02-09-2023,252.13,95.8702,PPM,Pending,Smith K.,,N/A,BATCH-3797
SMPL-06097,,Beverage,NANTES,11-03-2024,227.89,46.7774,µg / L,Non-Compliant,Dupont A.,7°,4.19,BATCH-6049
SMPL-06098, Penicillin G,PHARMACEUTICAL,STRASBOURG,2023-06-04,696.99,75.9462,CFU/mL,Compliant,johnson r.,4,4.47,BATCH-4192
SMPL-06099,Orange Juice,PROCESSED FOOD,STRASBOURG,06.08.2022,770.49,15.142,ppm,pending,dupont a.,,7.07,BATCH-4938
SMPL-06100,Penicillin  G,condiment,Bordeaux,29.01.2020,869.15,16.0152,mg/L,,MILLER S.,3°,8.2,BATCH-8553
SMPL-06101,Probiotic B-24,Pharmaceutical,Bordeaux,07-27-2024,986.69,80.3607,ppm,under review,,3°,6.17,BATCH-2366
SMPL-06102, Mayonnaise,,LILLE,07-06-2023,18.95,17.2285,,,NGUYEN T.,8°C,5.55,BATCH-6987
SMPL-06103,BCG VACCINE,Dietary Supplement,brussels,13-02-2023,194.57,36.6485,mg / L,,johnson r.,4°,8.46,BATCH-5061
SMPL-06104,Vitamin D3 Supplement,,LYON,06.04.2024,878.31,17.7677,CFU/mL,non-compliant,martin j.,4 C,8.42,BATCH-6281
SMPL-06105,Heavy  Cream,Dairy Product,toulouse,29/12/2022,7.49,23.0834,mg/L,NON-COMPLIANT,williams p.,2°,4.94,BATCH-8209
SMPL-06106,Calcium  Tablet,Beverage,MARSEILLE,01.12.2020,921.13,78.6657,cfu/ml,Compliant,davis m.,8 degrees,5.56,BATCH-8136
SMPL-06107,Iron  Supplement,Beverage,,22/02/2024,692.22,66.0023,mg / L,UNDER REVIEW,MILLER S.,3°C,6.94,BATCH-1257
SMPL-06108,ketchup,Condiment,Strasbourg,02.01.2023,923.22,90.9543,g / L,Under Review,,4,4.22,BATCH-3882
SMPL-06109,Heavy Cream,,lyon,07/09/2020,772.48,53.2816,g/l,,NGUYEN T.,4°,4.98,BATCH-5207
SMPL-06110,BCG  Vaccine,DIETARY SUPPLEMENT,Lille,27/02/2020,367.56,81.5949,g/L,Pending,,6°,7.77,BATCH-9065
SMPL-06111,Orange  Juice,beverage,MONTREAL,11-28-2023,-99.0,31.5264,mg/l,,williams p.,,99,BATCH-3284
SMPL-06112,Apple Juice,PHARMACEUTICAL,Strasbourg,20/09/2022,520.16,10.255,mg / L,,Miller S.,7 degrees,7.84,BATCH-5928
SMPL-06113,Penicillin G,BEVERAGE,Paris,21/11/2022,218.93,51.769,MG/L,pending,,5,7.23,BATCH-9388
SMPL-06114,Brie,Dairy Product,MARSEILLE,2023-04-28,47.65,23.8958,G/L,pending,MILLER S.,5 C,4.33,BATCH-5877
SMPL-06115, Probiotic L-12,Condiment,Toulouse,2021-03-02,209.34,nd,ppm,Pending,DAVIS M.,6 C,3.57,BATCH-3382
SMPL-06116,Brie,Beverage,,08-13-2024,647.94,22.6149,µg/L,Pending,,,3.77,BATCH-9439
SMPL-06117,Plain  Yogurt,Condiment,BORDEAUX,2023-07-08,932.5,81.4071,µg/L,COMPLIANT,MARTIN J.,6,8.15,BATCH-1488
SMPL-06118,amoxicillin,Beverage,lille,2023-06-19,689.95,43.4176,g/L,Non-Compliant,,3,6.36,BATCH-6849
SMPL-00801,probiotic b-24,Dietary Supplement,toulouse,06-22-2022,52.15,7.1625,mg/L,Non-Compliant,nguyen t.,7 C,5.23,BATCH-5457
SMPL-06120,whole milk,dietary supplement,Brussels,2024-07-20,368.22,33.6525,,compliant,BROWN C.,6°C,8.14,BATCH-5147
SMPL-06121,,Beverage,toulouse,09-08-2023,221.01,71.5243,g / L,Under Review,,4°,4.6,BATCH-4428
SMPL-06122,Mayonnaise,Condiment,Lille,2022-05-19,609.54,error,CFU/mL,,,4°C,7.35,N/A
SMPL-06123,,Dairy Product,Marseille,27-04-2020,867.29,,g/L,,,4°C,6.68,BATCH-9292
SMPL-06124,Brie,pharmaceutical,BORDEAUX,21-03-2021,634.91,58.349,µg/l,PENDING,MARTIN J.,2 C,4.64,BATCH-2795
SMPL-06125,SOUR CREAM,Dairy Product,STRASBOURG,2020-07-13,694.11,34.5124,G/L,Under Review,brown c.,7 degrees,6.46,BATCH-5719
SMPL-06126,HEAVY CREAM,Pharmaceutical,BORDEAUX,20/05/2024,884.35,68.8893,mg / L,Pending,,2°C,6.49,BATCH-7423
SMPL-06127,Sour Cream ,Dietary Supplement,brussels,26.10.2021,882.32,8.2548,cfu/ml,Compliant,,5°,7.86,BATCH-9271
SMPL-06128,Mozzarella,BEVERAGE,,2024-05-03,994.26,82.3718,mg / L,Compliant,,5 degrees,4.22,BATCH-9334
SMPL-06129,Calcium  Tablet,Dairy Product,marseille,21.10.2024,901.04,37.4201,PPM,Non-Compliant,MARTIN J.,5°,5.37,BATCH-9901
SMPL-06130,calcium tablet,beverage,Paris,01-15-2022,678.32,92.4764,PPM,pending,,4°C,8.49,BATCH-4344
SMPL-06131,Orange Juice,condiment,bordeaux,2023-07-15,83.4,53.7328,g/l,pending,,3°C,7.82,BATCH-1528
SMPL-06132,Butter,Processed Food,bordeaux,05-16-2020,885.08,23.234,ppm,Under Review,davis m.,8,7.71,BATCH-2592
SMPL-06133,PROBIOTIC B-24,Dairy Product,Paris,2023-04-25,329.33,93.0883,µg/L,Pending,martin j.,,4.42,BATCH-8770
SMPL-06134,Salad Dressing,,nantes,12-25-2022,539.1,51.3974,,pending,DAVIS M.,6 C,3.77,BATCH-9409
SMPL-06135,,beverage,BORDEAUX,11.08.2024,236.41,16.4307,ppm,,,2°C,7.01,BATCH-8015
SMPL-06136, Mustard,CONDIMENT,STRASBOURG,2020-09-26,177.77,89.198,g/L,,JOHNSON R.,7 C,6.05,BATCH-2388
SMPL-06137,cottage cheese,DIETARY SUPPLEMENT,toulouse,12-04-2023,822.64,93.4437,G/L,,WILLIAMS P.,7,5.93,BATCH-6165
SMPL-06138,Penicillin G ,beverage,Montreal,20-08-2022,38.56,66.5225,µg/L,Non-Compliant,Smith K.,2°C,4.39,BATCH-7253
SMPL-06139,Butter ,Condiment,Toulouse,25/10/2022,479.05,77.5018,µg / L,Non-Compliant,,8°,6.18,BATCH-8018
SMPL-06140,Heavy Cream,Pharmaceutical,,24/02/2024,51.72,14.7034,,Pending,nguyen t.,,5.56,BATCH-7548
SMPL-06141,Probiotic B-24,Dairy Product,TOULOUSE,27-06-2022,319.73,96.2392,CFU/mL,COMPLIANT,,2°,7.25,BATCH-4112
SMPL-06142, Ketchup,Beverage,STRASBOURG,06-16-2020,349.64,31.2848,ppm,PENDING,Leroy B.,3,7.41,BATCH-8979
SMPL-06143,Mustard,CONDIMENT,toulouse,31.12.2022,152.19,7.0325,ppm,UNDER REVIEW,,8°,5.51,BATCH-2707
SMPL-06144, Orange Juice,Condiment,paris,02-27-2022,804.87,25.133,mg / L,,DAVIS M.,6 degrees,4.26,BATCH-2492
SMPL-06145,Tomato Paste,Pharmaceutical,paris,08-30-2021,299.99,48.1612,CFU/mL,pending,Smith K.,5°C,3.76,BATCH-9155
SMPL-06146,butter,Pharmaceutical,nantes,13-05-2022,228.18,76.2203,ug/L,Pending,DAVIS M.,,6.15,BATCH-7449
SMPL-06147,mustard,BEVERAGE,strasbourg,11.12.2023,492.9,20.8302,µg/L,Under Review,,2 C,5.61,BATCH-7657
SMPL-06148, Peanut Butter,Dietary Supplement,Toulouse,2022-09-04,659.69,21.4585,PPM,UNDER REVIEW,martin j.,4,6.27,BATCH-5312
SMPL-06149,Sour Cream ,Beverage,Marseille,22/09/2024,624.75,45.272,ppm,PENDING,MARTIN J.,5 degrees,3.82,BATCH-2498
SMPL-06150,mustard,Condiment,brussels,07-12-2020,372.64,40.2966,CFU/mL,Pending,DAVIS M.,4°C,8.49,BATCH-1070
SMPL-06151,heavy cream,Condiment,Nantes,2022-12-25,953.25,47.3128,cfu/ml,COMPLIANT,Martin J.,,8.26,N/A
SMPL-06152, Probiotic L-12,DAIRY PRODUCT,lyon,10-13-2024,272.16,9.1548,ppm,Under Review,,,5.16,BATCH-1586
SMPL-06153,,Beverage,brussels,17/03/2023,117.91,87.8874,g/L,NON-COMPLIANT,johnson r.,3°C,6.05,BATCH-9774
SMPL-06154,Ketchup,Processed Food,Brussels,01-01-2021,742.62,18.4324,mg/L,COMPLIANT,davis m.,5 C,6.67,BATCH-4591
SMPL-06155,Plain Yogurt ,Pharmaceutical,bordeaux,07/01/2022,-1.0,27.8412,G/L,Compliant,,5°C,3.53,BATCH-9298
SMPL-06156,,Processed Food,STRASBOURG,2020-10-04,189.31,53.3707,,NON-COMPLIANT,,,6.7,BATCH-9009
SMPL-06157, Plain Yogurt,Pharmaceutical,MARSEILLE,06.01.2023,759.03,15.9305,cfu/ml,COMPLIANT,NGUYEN T.,5 C,4.97,BATCH-5738
SMPL-06158,WHOLE MILK,DIETARY SUPPLEMENT,MARSEILLE,31/08/2020,523.58,73.7992,G/L,Non-Compliant,NGUYEN T.,6°C,3.65,BATCH-3166
SMPL-06159,BCG VACCINE,processed food,BORDEAUX,09-22-2020,257.9,2.7741,µg / L,Compliant,martin j.,4 C,5.57,BATCH-8919
SMPL-06160,Omega-3 Capsule,processed food,BORDEAUX,10-30-2023,371.0,76.984,CFU / mL,NON-COMPLIANT,,6°C,4.0,BATCH-5399
SMPL-06161, Mustard,PHARMACEUTICAL,Lille,2024-05-30,622.29,58.9972,g/l,COMPLIANT,,5 C,7.13,BATCH-6125
SMPL-06162, Plain Yogurt,BEVERAGE,LILLE,04/01/2020,581.33,18.4902,mg/L,Non-Compliant,,7,6.1,BATCH-9096
SMPL-06163,Heavy  Cream,beverage,bordeaux,24.03.2023,215.43,N/A,CFU/mL,,leroy b.,,5.13,BATCH-7683
SMPL-00948,Cream Cheese,condiment,Marseille,14/01/2024,116.49,66.1085,,non-compliant,,7 C,5.23,BATCH-7515
SMPL-06165,Tomato Paste,beverage,Lyon,22/06/2022,324.49,91.1033,MG/L,,BROWN C.,5 degrees,,BATCH-3270
SMPL-06166,plain yogurt,dairy product,brussels,27/06/2023,856.82,27.7891,G/L,COMPLIANT,BROWN C.,6°,7.68,BATCH-7769
SMPL-06167, Probiotic L-12,Beverage,Brussels,11-17-2023,859.99,82.6578,CFU/ML,Under Review,DUPONT A.,3°C,6.49,BATCH-2857
SMPL-06168,Butter ,DIETARY SUPPLEMENT,MARSEILLE,01-25-2021,869.34,96.166,,,Leroy B.,,,BATCH-7438
SMPL-06169,,DAIRY PRODUCT,LYON,09/03/2023,619.12,41.2111,g/l,Compliant,MILLER S.,7,4.03,BATCH-9272
SMPL-06170,Cottage Cheese ,beverage,LYON,12-02-2022,25.63,98.3816,g/L,Compliant,,2 degrees,8.18,BATCH-1615
SMPL-06171,,,marseille,12-01-2021,29.53,93.5022,g / L,,Martin J.,6°C,5.3,BATCH-7017
SMPL-06172, Mayonnaise,Condiment,BORDEAUX,22/05/2021,99999.0,71.1826,µg / L,PENDING,miller s.,2 degrees,5.86,BATCH-1212
SMPL-06173,,beverage,Nantes,24-01-2020,,67.6403,g/L,COMPLIANT,Nguyen T.,3°C,8.18,BATCH-9192
SMPL-06174,Orange Juice,condiment,MONTREAL,26/02/2020,540.49,68.499,PPM,Non-Compliant,,8,3.75,BATCH-6339
SMPL-06175,Sour  Cream,BEVERAGE,BRUSSELS,30-07-2021,178.92,77.1786,G/L,Non-Compliant,leroy b.,4 degrees,7.86,BATCH-1781
SMPL-06176,probiotic b-24,Condiment,nantes,02.03.2024,542.8,8.807,mg/L,under review,BROWN C.,6 degrees,6.67,BATCH-3908
SMPL-06177,Iron Supplement,Dietary Supplement,LILLE,2021-08-30,875.17,16.8366,MG/L,Under Review,MARTIN J.,3,8.14,BATCH-4698
SMPL-06178,Whole Milk,processed food,Montreal,2024-10-21,807.73,79.9406,MG/L,pending,leroy b.,6 C,6.16,BATCH-6199
SMPL-06179,Orange Juice,processed food,Lille,21/06/2021,334.02,77.9915,,,MARTIN J.,6°C,4.18,BATCH-1111
SMPL-06180,Ketchup,Dietary Supplement,lyon,20/12/2020,569.94,58.2352,g / L,Non-Compliant,,4,4.95,BATCH-1660
SMPL-06181,Cheddar  Cheese,Pharmaceutical,MARSEILLE,11-06-2020,108.97,49.369,ppm,,,6°C,3.85,BATCH-9580
