Sample_ID,Product,Category,Production_Site,Collection_Date,Bacteriological_Result,Chemical_Result,Unit_of_Measure,Compliance_Status,Operator,Storage_Temperature,pH_Level,Batch_Number
SMPL-04504,Unknown,Condiment,Lille,2021-11-23,509.69,40.0851,Unknown,Pending,Unknown,6.0,7.78,BATCH-7859
SMPL-04505,Heavy Cream,Unknown,Strasbourg,2021-10-24,853.98,79.2922,Unknown,Non-Compliant,Unknown,5.0,3.75,BATCH-3222
SMPL-04506,Butter,Condiment,Marseille,2024-01-09,445.44,59.9705,CFU/mL,Non-Compliant,Leroy B.,8.0,6.12,BATCH-5565
SMPL-04508,Unknown,Processed Food,Marseille,2022-10-09,471.32,6.6221,µg/L,Under Review,Dupont A.,5.0,7.97,BATCH-5223
SMPL-04509,Bcg Vaccine,Beverage,Nantes,2021-01-20,501.05,50.4388,ppm,Unknown,Williams P.,4.0,5.05,BATCH-5318
SMPL-04510,Salad Dressing,Processed Food,Montreal,2024-11-30,821.43,18.0234,g/L,Compliant,Brown C.,5.0,6.18,BATCH-2305
SMPL-04511,Probiotic L-12,Processed Food,Montreal,2023-05-28,836.24,48.7136,g/L,Non-Compliant,Nguyen T.,3.0,8.22,Unknown
SMPL-04512,Amoxicillin,Dietary Supplement,Lyon,2021-07-19,418.12,8.4904,µg/L,Pending,Miller S.,4.0,6.14,BATCH-2614
SMPL-04513,Tetracycline,Processed Food,Lyon,2023-04-03,408.63,25.8288,Unknown,Unknown,Nguyen T.,3.0,6.47,BATCH-8826
SMPL-04514,Cheddar Cheese,Pharmaceutical,Nantes,2024-09-05,212.19,49.8955,ppm,Under Review,Unknown,4.0,7.02,BATCH-2968
SMPL-04515,Heavy Cream,Condiment,Brussels,2020-01-15,11.19,33.6098,mg/L,Compliant,Unknown,3.0,4.42,BATCH-9746
SMPL-04516,Salad  Dressing,Dairy Product,Brussels,2023-08-17,798.27,58.6427,Unknown,Unknown,Martin J.,5.0,3.84,BATCH-1694
SMPL-04518,Mayonnaise,Pharmaceutical,Marseille,2022-04-06,512.57,74.814,g/L,Non-Compliant,Martin J.,2.0,7.6,Unknown
SMPL-04519,Whole Milk,Dairy Product,Nantes,2020-10-10,907.17,59.5026,Unknown,Pending,Unknown,7.0,7.74,BATCH-3438
SMPL-04520,Unknown,Pharmaceutical,Brussels,2023-08-01,268.93,66.1673,g/L,Unknown,Brown C.,6.0,6.45,BATCH-5394
SMPL-04521,Iron Supplement,Dairy Product,Lyon,2022-07-13,561.2,57.6169,mg / L,Compliant,Unknown,6.0,6.66,BATCH-8305
SMPL-04522,Heavy Cream,Beverage,Bordeaux,2020-03-06,726.85,15.3613,mg/L,Unknown,Unknown,5.0,6.8,BATCH-4204
SMPL-04523,Amoxicillin,Pharmaceutical,Paris,2022-12-18,288.2,58.4022,g/L,Pending,Miller S.,5.0,4.79,BATCH-6956
SMPL-04524,Heavy Cream,Dietary Supplement,Strasbourg,2023-01-12,384.18,0.5139,CFU/mL,Unknown,Williams P.,5.0,3.55,BATCH-3622
SMPL-04525,Ketchup,Condiment,Toulouse,2024-01-26,829.38,22.404,Unknown,Non-Compliant,Dupont A.,3.0,7.4,BATCH-4941
SMPL-04526,Ketchup,Dietary Supplement,Lyon,2022-09-26,807.5,59.6302,mg/L,Pending,Brown C.,4.0,3.7,BATCH-8709
SMPL-04527,Salad Dressing,Dietary Supplement,Lille,2020-02-19,936.48,98.0815,g/L,Compliant,Dupont A.,7.0,6.45,BATCH-8621
SMPL-04528,Omega-3 Capsule,Dairy Product,Unknown,2023-02-22,958.15,60.7879,g/L,Compliant,Unknown,6.0,8.33,BATCH-7526
SMPL-04529,Probiotic  L-12,Condiment,Bordeaux,2024-05-17,309.76,8.0366,g/L,Unknown,Brown C.,4.0,6.2,BATCH-3151
SMPL-04530,Calcium Tablet,Pharmaceutical,Paris,2020-11-04,493.28,33.62,mg/L,Under Review,Leroy B.,3.0,7.48,Unknown
SMPL-04531,Salad Dressing,Condiment,Toulouse,2020-04-23,276.79,89.3415,CFU / mL,Under Review,Nguyen T.,5.0,4.4,BATCH-2400
SMPL-04532,Probiotic B-24,Pharmaceutical,Paris,2020-07-05,528.92,63.9763,Unknown,Unknown,Unknown,5.0,3.88,BATCH-1837
SMPL-04533,Cottage Cheese,Unknown,Bordeaux,2022-07-13,534.43,24.9699,ΜG/L,Non-Compliant,Martin J.,5.0,4.6,BATCH-5627
SMPL-04534,Mozzarella,Processed Food,Strasbourg,2021-04-10,549.41,18.6279,mg / L,Pending,Martin J.,3.0,7.55,BATCH-2133
SMPL-04535,Mustard,Processed Food,Unknown,2023-12-19,469.69,53.8295,g/L,Non-Compliant,Unknown,2.0,5.79,BATCH-4792
SMPL-04536,Iron Supplement,Pharmaceutical,Paris,2024-10-10,822.62,11.2273,CFU / mL,Pending,Brown C.,5.0,5.82,BATCH-2140
SMPL-04537,Semi-Skimmed Milk,Dietary Supplement,Strasbourg,2020-10-20,508.22,78.2272,mg / L,Pending,Johnson R.,4.0,5.7,BATCH-4155
SMPL-04538,Penicillin G,Beverage,Lille,2023-03-23,960.11,25.7053,g/L,Unknown,Unknown,3.0,7.56,BATCH-7685
SMPL-04539,Mustard,Dietary Supplement,Lille,2020-05-16,271.74,2.4942,CFU/mL,Pending,Unknown,5.0,6.75,BATCH-3361
SMPL-04540,Plain Yogurt,Condiment,Montreal,2022-07-02,801.37,87.5909,g/L,Non-Compliant,Smith K.,6.0,6.7,BATCH-5998
SMPL-04541,Tomato Paste,Processed Food,Brussels,2023-06-07,986.39,84.7192,CFU/mL,Pending,Smith K.,5.0,4.0,BATCH-8024
SMPL-04542,Calcium Tablet,Dairy Product,Brussels,2020-02-12,740.37,88.999,ppm,Non-Compliant,Martin J.,4.0,6.22,BATCH-2495
SMPL-04543,Calcium Tablet,Condiment,Toulouse,2022-05-02,215.31,43.4929,ppm,Compliant,Leroy B.,5.0,5.99,BATCH-2143
SMPL-04544,Tomato Paste,Beverage,Nantes,2023-01-08,287.13,33.1401,mg/L,Compliant,Unknown,6.0,4.61,BATCH-8471
SMPL-04545,Cottage Cheese,Dairy Product,Bordeaux,2021-05-05,912.64,90.1066,Unknown,Compliant,Smith K.,2.0,7.45,BATCH-9784
SMPL-04546,Probiotic B-24,Beverage,Bordeaux,2022-12-08,429.41,65.9211,g / L,Under Review,Dupont A.,5.0,4.12,BATCH-1744
SMPL-04547,Unknown,Processed Food,Nantes,2022-08-21,86.94,2.2773,ppm,Pending,Brown C.,5.0,5.76,BATCH-8531
SMPL-04548,Omega-3  Capsule,Beverage,Bordeaux,2022-07-01,935.93,18.3092,CFU/mL,Unknown,Brown C.,6.0,7.86,BATCH-8775
SMPL-04549,Amoxicillin,Pharmaceutical,Lyon,2022-11-05,319.16,19.5245,ppm,Unknown,Nguyen T.,5.0,7.4,BATCH-9526
SMPL-04550,Penicillin G,Pharmaceutical,Unknown,2021-08-03,625.63,77.1149,CFU/mL,Unknown,Unknown,7.0,8.13,BATCH-6826
SMPL-04551,Probiotic B-24,Dietary Supplement,Unknown,2023-11-28,797.17,76.4358,ppm,Unknown,Martin J.,8.0,4.31,BATCH-7485
SMPL-04552,Unknown,Beverage,Brussels,2020-02-29,135.33,93.3193,ppm,Under Review,Leroy B.,7.0,4.24,Unknown
SMPL-04553,Salad Dressing,Dietary Supplement,Brussels,2023-02-17,87.2,17.1883,Unknown,Under Review,Unknown,5.0,4.92,BATCH-5100
SMPL-04554,Probiotic B-24,Processed Food,Nantes,2024-06-26,807.48,52.7674,mg/L,Pending,Unknown,5.0,5.26,BATCH-2394
SMPL-04555,Sour Cream,Dietary Supplement,Marseille,2024-11-12,985.2,70.7071,g/L,Non-Compliant,Williams P.,5.0,6.19,BATCH-7363
SMPL-04556,Brie,Processed Food,Unknown,2020-09-01,322.25,55.4117,mg/L,Unknown,Davis M.,4.0,6.49,BATCH-2046
SMPL-04557,Peanut Butter,Pharmaceutical,Brussels,2022-08-20,323.56,87.8482,ppm,Under Review,Smith K.,5.0,6.19,BATCH-8604
SMPL-04558,Cheddar Cheese,Beverage,Brussels,2023-08-09,802.25,26.2394,Unknown,Compliant,Williams P.,5.0,4.64,BATCH-4802
SMPL-04559,Mustard,Processed Food,Montreal,2024-01-28,805.06,93.7238,CFU / mL,Compliant,Davis M.,8.0,7.88,BATCH-9143
SMPL-04560,Tomato Paste,Unknown,Nantes,2022-03-24,609.83,67.6185,µg/L,Compliant,Dupont A.,3.0,3.55,BATCH-4015
SMPL-04561,Peanut Butter,Beverage,Bordeaux,2020-03-24,514.38,93.831,ppm,Pending,Brown C.,3.0,4.5,BATCH-6563
SMPL-04562,Cream Cheese,Pharmaceutical,Lille,2022-02-25,581.37,60.2394,CFU/mL,Under Review,Unknown,7.0,3.69,BATCH-1057
SMPL-04563,Skimmed Milk,Condiment,Lyon,2021-10-14,142.16,4.5677,g / L,Under Review,Williams P.,4.0,5.0,BATCH-8213
SMPL-04564,Unknown,Dairy Product,Nantes,2020-08-18,881.82,71.9159,mg/L,Under Review,Leroy B.,7.0,6.77,BATCH-4280
SMPL-04565,Probiotic B-24,Dietary Supplement,Montreal,2020-05-15,893.78,91.7189,µg/L,Pending,Unknown,5.0,5.99,BATCH-8237
SMPL-04566,Mozzarella,Dairy Product,Lille,2023-09-18,146.82,96.7487,Unknown,Compliant,Dupont A.,6.0,6.22,BATCH-1914
SMPL-04567,Calcium Tablet,Condiment,Nantes,2020-10-21,521.66,11.7719,mg/L,Unknown,Leroy B.,3.0,6.34,BATCH-5552
SMPL-04568,Orange Juice,Beverage,Paris,2024-03-30,327.84,50.4388,mg/L,Compliant,Unknown,6.0,4.09,BATCH-3765
SMPL-04569,Peanut Butter,Beverage,Bordeaux,2021-03-05,247.29,87.7942,CFU / mL,Unknown,Davis M.,7.0,7.7,BATCH-1796
SMPL-04570,Sour Cream,Condiment,Strasbourg,2024-02-27,638.6,41.9153,CFU/mL,Non-Compliant,Williams P.,6.0,7.12,BATCH-9169
SMPL-04572,Butter,Pharmaceutical,Lille,2021-09-29,20.26,98.4028,mg/L,Unknown,Unknown,2.0,6.28,Unknown
SMPL-04573,Probiotic L-12,Condiment,Lyon,2024-06-18,728.54,72.4729,Unknown,Compliant,Smith K.,5.0,3.73,BATCH-8356
SMPL-04574,Omega-3 Capsule,Pharmaceutical,Lille,2020-05-29,116.29,52.3521,mg/L,Non-Compliant,Miller S.,5.0,6.29,BATCH-1226
SMPL-04575,Brie,Dietary Supplement,Bordeaux,2020-05-08,998.18,50.4388,g/L,Unknown,Unknown,5.0,4.19,BATCH-2807
SMPL-04576,Skimmed Milk,Pharmaceutical,Brussels,2021-08-03,501.42,73.4854,Unknown,Non-Compliant,Smith K.,6.0,5.2,BATCH-5502
SMPL-04578,Calcium Tablet,Pharmaceutical,Toulouse,2024-07-13,394.15,24.9716,Unknown,Compliant,Unknown,2.0,5.59,BATCH-6440
SMPL-04579,Heavy Cream,Dairy Product,Lille,2021-11-26,820.16,85.1442,µg/L,Unknown,Miller S.,2.0,7.31,BATCH-3696
SMPL-04580,Penicillin G,Processed Food,Unknown,2024-06-08,889.42,29.338,g/L,Non-Compliant,Unknown,7.0,6.71,BATCH-6323
SMPL-04582,Cream  Cheese,Unknown,Unknown,2021-04-02,48.49,20.9271,ppm,Non-Compliant,Unknown,6.0,5.58,BATCH-4279
SMPL-04583,Skimmed  Milk,Condiment,Toulouse,2020-08-23,241.53,78.2658,ppm,Non-Compliant,Davis M.,3.0,4.9,BATCH-7022
SMPL-04584,Butter,Dietary Supplement,Strasbourg,2022-02-20,387.0,38.6804,CFU/mL,Unknown,Johnson R.,5.0,4.85,BATCH-9704
SMPL-04585,Sour Cream,Processed Food,Lille,2021-02-19,250.97,42.0752,Unknown,Non-Compliant,Johnson R.,6.0,8.5,BATCH-8954
SMPL-04586,Ketchup,Pharmaceutical,Marseille,2021-04-03,111.68,45.2276,g/L,Unknown,Dupont A.,8.0,6.9,BATCH-2918
SMPL-04587,Heavy Cream,Condiment,Bordeaux,2021-10-19,100.6,66.4276,ppm,Under Review,Nguyen T.,4.0,7.58,BATCH-8701
SMPL-04588,Apple Juice,Dairy Product,Unknown,2024-12-26,724.78,10.6495,µg / L,Compliant,Martin J.,5.0,7.5,BATCH-3856
SMPL-04589,Tetracycline,Dietary Supplement,Toulouse,2023-07-31,958.91,33.5975,µg/L,Non-Compliant,Miller S.,5.0,4.22,BATCH-6765
SMPL-04590,Bcg  Vaccine,Condiment,Toulouse,2021-11-15,966.21,79.8357,mg/L,Non-Compliant,Brown C.,4.0,4.52,BATCH-2883
SMPL-04591,Whole Milk,Processed Food,Marseille,2021-01-23,545.61,1.9038,mg/L,Compliant,Unknown,3.0,5.59,BATCH-3772
SMPL-04592,Cream  Cheese,Condiment,Montreal,2024-04-26,826.19,92.5234,ppm,Pending,Leroy B.,5.0,4.19,BATCH-7290
SMPL-04593,Vitamin D3 Supplement,Dairy Product,Toulouse,2023-11-01,105.98,95.7719,Unknown,Unknown,Miller S.,4.0,4.34,BATCH-8181
SMPL-04594,Cheddar Cheese,Dairy Product,Marseille,2020-05-14,697.11,98.4552,Unknown,Compliant,Smith K.,4.0,7.79,BATCH-4590
SMPL-04595,Iron Supplement,Dairy Product,Lyon,2024-09-23,648.07,50.4388,mg/L,Under Review,Johnson R.,5.0,8.08,BATCH-2330
SMPL-04596,Ketchup,Dairy Product,Nantes,2021-09-19,501.05,56.0627,CFU/ML,Pending,Unknown,7.0,6.39,BATCH-4225
SMPL-04597,Cream Cheese,Condiment,Lyon,2021-04-08,224.11,86.7619,g/L,Non-Compliant,Unknown,3.0,6.33,BATCH-4797
SMPL-04598,Calcium Tablet,Processed Food,Strasbourg,2020-05-21,21.68,82.2321,µg / L,Non-Compliant,Unknown,8.0,5.43,BATCH-3459
SMPL-04599,Vitamin D3 Supplement,Beverage,Paris,2020-07-27,501.05,81.1107,Unknown,Pending,Unknown,4.0,6.56,BATCH-8394
SMPL-04600,Penicillin G,Dairy Product,Montreal,2022-12-01,560.34,69.1411,ppm,Under Review,Unknown,4.0,5.24,BATCH-2055
SMPL-04601,Skimmed Milk,Pharmaceutical,Montreal,2023-06-22,695.94,7.7534,mg/L,Non-Compliant,Johnson R.,7.0,5.01,BATCH-2769
SMPL-04602,Sour Cream,Condiment,Lille,2021-07-09,269.91,19.2906,µg/L,Pending,Davis M.,3.0,8.5,BATCH-9066
SMPL-04603,Mayonnaise,Pharmaceutical,Bordeaux,2020-09-15,816.61,66.2826,CFU/mL,Under Review,Johnson R.,5.0,5.04,BATCH-8215
SMPL-04604,Probiotic B-24,Pharmaceutical,Paris,2021-12-30,395.25,84.7444,µg/L,Under Review,Unknown,5.0,5.69,BATCH-7975
SMPL-04605,Bcg Vaccine,Pharmaceutical,Lille,2020-11-18,87.32,25.144,CFU / mL,Pending,Unknown,5.0,6.84,BATCH-3209
SMPL-04606,Probiotic B-24,Dairy Product,Marseille,2020-02-25,561.11,26.067,mg/L,Pending,Unknown,3.0,4.48,BATCH-6014
SMPL-04607,Butter,Pharmaceutical,Toulouse,2020-08-18,501.05,64.5551,CFU/mL,Pending,Unknown,7.0,6.27,BATCH-2157
SMPL-04608,Semi-Skimmed Milk,Dietary Supplement,Lille,2022-04-19,918.15,7.2096,g / L,Pending,Nguyen T.,5.0,5.32,BATCH-7186
SMPL-04609,Tetracycline,Condiment,Lille,2023-11-15,767.97,5.6824,ppm,Compliant,Leroy B.,7.0,5.71,BATCH-6386
SMPL-04610,Ketchup,Dietary Supplement,Toulouse,2024-08-06,783.72,36.0887,Unknown,Pending,Brown C.,8.0,4.4,BATCH-4412
SMPL-04611,Ketchup,Processed Food,Montreal,2020-05-17,282.62,20.586,mg / L,Non-Compliant,Brown C.,5.0,6.25,BATCH-3092
SMPL-04612,Probiotic L-12,Condiment,Bordeaux,2020-11-24,667.45,24.8812,mg / L,Compliant,Unknown,7.0,4.92,BATCH-7242
SMPL-04613,Tomato Paste,Dairy Product,Strasbourg,2020-10-30,339.67,23.6237,µg/L,Under Review,Martin J.,6.0,7.39,BATCH-2337
SMPL-04614,Plain Yogurt,Dietary Supplement,Nantes,2024-01-13,905.87,50.4388,mg/L,Under Review,Dupont A.,5.0,8.23,BATCH-7794
SMPL-04615,Vitamin D3 Supplement,Beverage,Strasbourg,2023-12-06,118.57,23.8609,µg/L,Under Review,Unknown,3.0,4.87,BATCH-4250
SMPL-04616,Skimmed Milk,Pharmaceutical,Nantes,2021-05-06,339.53,38.0355,µg/L,Pending,Unknown,6.0,5.03,BATCH-1623
SMPL-04617,Sour  Cream,Condiment,Montreal,2020-07-24,641.57,41.4624,mg/L,Unknown,Miller S.,7.0,6.12,BATCH-1960
SMPL-04618,Bcg Vaccine,Dietary Supplement,Unknown,2023-03-14,676.16,99.6271,CFU/mL,Pending,Davis M.,7.0,6.79,BATCH-1566
SMPL-04619,Amoxicillin,Dietary Supplement,Lille,2021-04-23,908.32,19.8752,Unknown,Non-Compliant,Unknown,2.0,5.17,BATCH-5690
SMPL-04620,Mayonnaise,Processed Food,Paris,2021-03-21,769.91,18.5866,mg/L,Unknown,Dupont A.,5.0,6.26,BATCH-5997
SMPL-04621,Sour Cream,Processed Food,Marseille,2020-06-12,651.59,92.775,CFU/ML,Non-Compliant,Unknown,3.0,6.2,BATCH-9282
SMPL-04622,Peanut Butter,Condiment,Montreal,2023-05-26,155.82,69.8721,Unknown,Unknown,Leroy B.,5.0,5.1,BATCH-3658
SMPL-04623,Mustard,Beverage,Toulouse,2023-07-12,633.12,10.1701,mg / L,Non-Compliant,Unknown,3.0,6.29,BATCH-8722
SMPL-04624,Tetracycline,Dietary Supplement,Marseille,2023-08-28,229.64,84.0872,CFU/mL,Under Review,Unknown,2.0,6.36,BATCH-9354
SMPL-04625,Calcium Tablet,Dairy Product,Bordeaux,2024-08-21,276.57,26.6784,Unknown,Compliant,Smith K.,6.0,7.55,BATCH-9035
SMPL-04626,Whole  Milk,Dietary Supplement,Unknown,2020-05-07,386.99,74.1436,Unknown,Under Review,Unknown,8.0,7.32,BATCH-1265
SMPL-04627,Cottage Cheese,Condiment,Marseille,2023-12-31,984.4,76.9301,CFU/mL,Pending,Unknown,5.0,6.21,BATCH-4494
SMPL-04628,Penicillin G,Dairy Product,Paris,2023-07-02,224.43,43.5211,mg/L,Non-Compliant,Miller S.,4.0,4.87,BATCH-8023
SMPL-04629,Bcg  Vaccine,Processed Food,Nantes,2023-02-23,585.66,66.4858,µg/L,Pending,Johnson R.,8.0,3.96,BATCH-9328
SMPL-04630,Probiotic  B-24,Condiment,Unknown,2024-07-23,535.83,30.3955,ΜG/L,Pending,Smith K.,5.0,4.7,BATCH-1985
SMPL-04631,Mozzarella,Dietary Supplement,Montreal,2023-06-26,90.38,78.5188,ΜG/L,Unknown,Unknown,6.0,4.19,BATCH-1387
SMPL-04632,Omega-3 Capsule,Condiment,Strasbourg,2021-09-17,359.68,68.028,ppm,Compliant,Dupont A.,5.0,4.12,BATCH-1647
SMPL-04633,Apple Juice,Processed Food,Lille,2023-10-09,813.7,4.7004,Unknown,Pending,Martin J.,5.0,8.1,BATCH-5388
SMPL-04634,Whole  Milk,Pharmaceutical,Bordeaux,2023-02-23,935.6,59.2322,µg/L,Under Review,Unknown,5.0,4.56,BATCH-4856
SMPL-04635,Probiotic  B-24,Condiment,Strasbourg,2024-06-03,474.36,1.8796,CFU/ML,Under Review,Smith K.,5.0,7.04,BATCH-3047
SMPL-04636,Brie,Processed Food,Bordeaux,2024-03-29,451.51,35.4043,Unknown,Compliant,Davis M.,3.0,5.99,BATCH-6860
SMPL-04637,Cottage Cheese,Condiment,Strasbourg,2021-05-12,164.4,79.39,mg/L,Non-Compliant,Nguyen T.,8.0,5.82,BATCH-9566
SMPL-04638,Mayonnaise,Processed Food,Marseille,2021-01-15,433.06,40.3276,g / L,Pending,Johnson R.,5.0,8.15,BATCH-1040
SMPL-04639,Bcg Vaccine,Condiment,Lille,2020-06-14,993.9,6.1081,Unknown,Non-Compliant,Unknown,7.0,5.56,BATCH-4841
SMPL-04640,Penicillin G,Dietary Supplement,Marseille,2023-07-07,522.2,27.236,mg/L,Unknown,Unknown,6.0,6.79,BATCH-6014
SMPL-04641,Tetracycline,Pharmaceutical,Unknown,2021-08-02,625.55,49.6661,µg/L,Pending,Dupont A.,5.0,8.02,BATCH-5823
SMPL-04642,Plain Yogurt,Beverage,Paris,2023-07-05,189.58,93.38,CFU/ML,Non-Compliant,Miller S.,5.0,6.81,BATCH-4206
SMPL-04643,Probiotic  B-24,Processed Food,Montreal,2023-12-19,501.05,40.4197,ppm,Non-Compliant,Johnson R.,5.0,6.83,BATCH-7731
SMPL-04644,Cream Cheese,Dairy Product,Strasbourg,2024-09-19,907.44,15.0145,ppm,Pending,Miller S.,8.0,4.31,BATCH-3316
SMPL-04645,Semi-Skimmed Milk,Pharmaceutical,Bordeaux,2024-06-21,108.83,65.9795,g/L,Pending,Unknown,4.0,7.54,BATCH-1516
SMPL-04646,Calcium Tablet,Beverage,Brussels,2022-05-16,596.37,57.1072,mg/L,Unknown,Unknown,8.0,7.78,BATCH-2885
SMPL-04647,Mozzarella,Condiment,Marseille,2022-05-27,912.37,3.5266,µg/L,Pending,Nguyen T.,7.0,5.47,BATCH-1747
SMPL-04648,Sour  Cream,Condiment,Paris,2022-12-07,435.27,74.7848,CFU/mL,Unknown,Brown C.,7.0,5.99,BATCH-8113
SMPL-04649,Calcium Tablet,Dietary Supplement,Lille,2020-05-11,877.43,50.4388,ppm,Compliant,Nguyen T.,4.0,8.33,BATCH-4340
SMPL-04650,Orange Juice,Pharmaceutical,Brussels,2022-07-19,944.86,85.6782,Unknown,Under Review,Johnson R.,3.0,3.71,BATCH-5380
SMPL-04651,Unknown,Processed Food,Toulouse,2023-08-16,172.21,58.2695,Unknown,Compliant,Johnson R.,5.0,4.82,BATCH-2490
SMPL-04652,Ketchup,Dietary Supplement,Paris,2023-04-06,118.56,99.1242,g/L,Under Review,Miller S.,6.0,5.52,Unknown
SMPL-04653,Amoxicillin,Dietary Supplement,Brussels,2024-06-18,516.9,47.8927,µg/L,Under Review,Brown C.,5.0,7.63,BATCH-8960
SMPL-04654,Mustard,Pharmaceutical,Toulouse,2020-01-20,17.88,34.343,ppm,Pending,Williams P.,5.0,4.34,BATCH-2281
SMPL-04655,Plain Yogurt,Condiment,Lyon,2022-12-17,171.24,89.0488,ΜG/L,Non-Compliant,Unknown,2.0,6.75,BATCH-9480
SMPL-04656,Salad Dressing,Dairy Product,Brussels,2023-07-02,914.77,66.0547,Unknown,Unknown,Miller S.,3.0,7.95,BATCH-7308
SMPL-04657,Mayonnaise,Dairy Product,Marseille,2024-09-19,325.23,51.7345,CFU / mL,Pending,Brown C.,7.0,4.94,BATCH-2211
SMPL-04658,Cottage Cheese,Dairy Product,Nantes,2022-08-15,797.28,76.5984,µg/L,Pending,Unknown,5.0,5.63,BATCH-3541
SMPL-04659,Semi-Skimmed Milk,Beverage,Marseille,2022-10-15,722.89,7.6147,g/L,Under Review,Brown C.,8.0,4.09,BATCH-1928
SMPL-04660,Salad Dressing,Dairy Product,Brussels,2022-07-29,972.51,74.9638,Unknown,Unknown,Brown C.,5.0,6.13,BATCH-8965
SMPL-04661,Iron Supplement,Beverage,Lyon,2021-11-10,943.31,69.8199,µg/L,Under Review,Johnson R.,3.0,4.57,BATCH-3991
SMPL-04662,Brie,Dairy Product,Toulouse,2022-08-23,880.65,97.3726,ΜG/L,Unknown,Smith K.,3.0,5.74,BATCH-9705
SMPL-04663,Penicillin G,Condiment,Brussels,2020-08-31,382.67,40.6726,Unknown,Pending,Unknown,7.0,8.33,BATCH-2074
SMPL-04664,Tetracycline,Pharmaceutical,Strasbourg,2024-04-02,501.83,8.7712,Unknown,Under Review,Dupont A.,5.0,5.27,BATCH-7573
SMPL-04665,Orange Juice,Condiment,Marseille,2022-09-19,501.05,21.9241,µg / L,Non-Compliant,Davis M.,8.0,4.11,BATCH-4820
SMPL-04668,Omega-3 Capsule,Dairy Product,Paris,2023-05-05,160.4,8.0201,g / L,Compliant,Nguyen T.,4.0,6.05,BATCH-7625
SMPL-04669,Iron Supplement,Dairy Product,Montreal,2020-08-13,954.6,50.4388,Unknown,Compliant,Leroy B.,5.0,7.08,BATCH-7598
SMPL-04670,Ketchup,Beverage,Montreal,2023-06-24,258.5,90.0296,ppm,Pending,Dupont A.,5.0,7.69,BATCH-5585
SMPL-04671,Ketchup,Condiment,Unknown,2022-06-20,625.67,7.0488,mg/L,Pending,Davis M.,2.0,8.15,BATCH-1524
SMPL-04672,Salad  Dressing,Beverage,Montreal,2024-06-14,511.46,22.198,µg/L,Unknown,Miller S.,3.0,4.48,BATCH-7839
SMPL-04674,Iron Supplement,Condiment,Lille,2021-06-23,131.14,13.0749,mg / L,Unknown,Dupont A.,3.0,4.5,BATCH-4441
SMPL-04675,Cream Cheese,Dairy Product,Bordeaux,2021-06-22,685.72,69.9338,g/L,Compliant,Unknown,5.0,3.96,BATCH-2969
SMPL-04676,Mayonnaise,Unknown,Brussels,2022-12-07,318.58,50.4388,Unknown,Unknown,Unknown,4.0,7.51,BATCH-5494
SMPL-04677,Unknown,Pharmaceutical,Lille,2024-01-13,568.93,2.7734,µg/L,Pending,Brown C.,7.0,6.05,BATCH-4936
SMPL-04679,Omega-3 Capsule,Pharmaceutical,Lyon,2024-05-24,614.32,75.6079,µg/L,Under Review,Williams P.,4.0,7.55,BATCH-9092
SMPL-04680,Orange Juice,Dairy Product,Strasbourg,2024-06-15,539.1,49.1115,mg/L,Non-Compliant,Unknown,7.0,8.33,BATCH-4400
SMPL-04681,Vitamin D3 Supplement,Processed Food,Strasbourg,2021-12-06,604.51,10.1521,Unknown,Unknown,Unknown,5.0,4.95,Unknown
SMPL-04683,Bcg Vaccine,Condiment,Nantes,2022-03-02,835.66,50.4388,CFU/mL,Non-Compliant,Unknown,2.0,7.3,BATCH-6965
SMPL-04684,Probiotic L-12,Dietary Supplement,Nantes,2022-12-26,10.25,80.8669,Unknown,Unknown,Unknown,8.0,4.53,BATCH-8161
SMPL-04685,Skimmed Milk,Dietary Supplement,Lille,2022-01-10,687.86,10.3335,Unknown,Non-Compliant,Unknown,8.0,6.43,BATCH-6396
SMPL-04686,Salad Dressing,Dairy Product,Lille,2021-10-14,246.64,15.9959,mg/L,Compliant,Dupont A.,5.0,5.99,BATCH-7835
SMPL-04687,Skimmed Milk,Pharmaceutical,Toulouse,2022-07-28,62.58,22.9199,g/L,Pending,Unknown,2.0,6.36,BATCH-7155
SMPL-04688,Unknown,Pharmaceutical,Nantes,2022-01-20,153.2,57.7913,µg/L,Pending,Unknown,3.0,3.8,BATCH-6769
SMPL-04689,Bcg Vaccine,Beverage,Paris,2024-11-07,534.57,78.5938,g / L,Pending,Williams P.,5.0,6.02,BATCH-9627
SMPL-04690,Tomato Paste,Dietary Supplement,Nantes,2024-12-25,306.36,40.8987,ppm,Unknown,Johnson R.,5.0,6.34,BATCH-3056
SMPL-04691,Iron Supplement,Beverage,Montreal,2021-08-25,501.05,11.0087,g/L,Under Review,Dupont A.,4.0,5.18,BATCH-8839
SMPL-04692,Skimmed Milk,Condiment,Montreal,2021-11-12,19.96,55.0451,CFU/mL,Compliant,Johnson R.,4.0,7.32,BATCH-2123
SMPL-04693,Ketchup,Dietary Supplement,Montreal,2021-01-29,703.23,89.0899,ΜG/L,Pending,Unknown,4.0,5.01,BATCH-2227
SMPL-04694,Ketchup,Dairy Product,Lyon,2020-02-23,12.32,20.077,CFU/mL,Unknown,Brown C.,5.0,4.37,BATCH-5715
SMPL-04695,Mayonnaise,Processed Food,Toulouse,2024-07-15,88.07,58.6782,Unknown,Under Review,Unknown,7.0,8.38,BATCH-8719
